Words in 2016: 247
Words in 2017: 12344
Common words: 151
tygodni	-44.06627197414084
promotorka	-41.41234395537152
ukończonych	-41.12854533120287
reklamę	-39.82099110467503
marzeń	-38.57903808033802
asertywności	-38.57903808033802
ulotkarzy	-38.012086922804016
innego	-36.77013389846701
motywowanie	-36.77013389846701
wypłata	-36.189075618833556
klub	-36.189075618833556
daicon	-34.94712259449655
tematycznych	-34.94712259449655
dimar	-34.94712259449655
zajęcie	-34.94712259449655
elastyczności	-34.22062664760217
awansów	-34.22062664760217
tyg	-32.67653874827924
telefonicznie	-32.16061907850476
stopnia	-32.049829094224805
sigma	-31.830664186097696
domtom	-31.830664186097696
okolicach	-31.42414148510968
zatrudnionych	-31.323333147330423
wiadomo	-31.323333147330423
kluczowych	-31.31686240584506
wysokich	-31.28820886940114
rozdawania	-31.074372215093796
praktyką	-30.588711161760685
gmail	-30.44033092977139
podległego	-29.212480818905128
numeru	-29.18543642246365
promocjach	-29.054872892966188
krótkie	-28.532945074038192
miesięczny	-28.443275134579448
lokalu	-28.165399933921787
progres	-28.165399933921787
2500zł	-27.943483398126638
przepracowanym	-27.872231914134385
poczucia	-27.216987451232256
kandydacie	-27.216987451232256
dziedzice	-26.630278889797374
informację	-26.630278889797374
rzetelne	-26.27225788867407
otwartego	-26.146405920848874
absolwenci	-26.046602933675295
lokal	-25.294861844270724
zaproszeń	-25.045578303481314
efektów	-24.50443228355468
hrsolo	-24.1532149458651
skuteczne	-23.83329330802214
odpowiedzialne	-23.802008722424745
czechowice	-23.774613988949852
rozdawanie	-23.533253315367933
młode	-23.42477567624609
tygodniowym	-23.286551644982115
kilargo	-22.971955552260468
zatrudnię	-22.67534646635702
stawki	-22.625330096754613
cały	-22.614067879943114
grafików	-22.370965288872384
lubiących	-21.87717401697791
średnio	-21.776107257015223
nocnych	-21.437934268145682
cbm	-20.824865388368863
aktywną	-20.809861806335885
reprezentowanie	-20.51518994604597
profesjonalna	-20.351242749888602
merytoryczne	-20.098369441474482
chce	-19.235331686854735
widziani	-19.158174712511816
rozmowę	-19.050181932513247
koordynator	-19.04891576558005
mógł	-18.89308482992144
samym	-18.614869530449294
nowa	-18.210655043224218
komunikatywnych	-18.00188737053342
informowanie	-17.744897478028413
samodzielnej	-17.627909214589497
sam	-17.55786250513999
godzinę	-17.40436309575469
posiadać	-17.233873919567962
pełnych	-17.016278276194658
ustalanie	-16.911306214152088
białej	-16.876081362040225
twojego	-16.763003343367355
założonych	-16.344509053110055
klubu	-16.206258040367064
test	-16.086335955206003
rynek	-15.481067292041104
silnej	-15.160824381653889
kontaktowe	-15.14686610345656
kategorii	-14.922997434229611
prowizja	-14.87537533534302
hostessa	-14.541228572436033
dziś	-13.971398795291279
określony	-13.591054426658792
możliwością	-13.189937046530057
energii	-13.17786671204005
host	-13.095060939367931
telefonu	-12.901742047978004
tys	-12.731619977642982
chcących	-12.507418741849202
ulotek	-12.497071837731964
premiowy	-12.427778459265435
ukończone	-12.203334462960076
smart	-11.954951816084334
pozytywnych	-11.954801440090678
kreatywności	-11.871880698884738
fallwork	-11.871746988846077
formie	-11.145970958562028
uczciwość	-10.41323451189306
kto	-10.214934066793427
łodzi	-10.183284594224151
zdjęciem	-9.999506776868383
koordynowanie	-9.6673547683097
tworzeniu	-9.579351431315269
promocji	-9.577476639716732
zaangażowania	-9.322482585614486
pracujesz	-9.31715421959282
handlowej	-9.198532280474497
zatrudni	-9.010287848179162
podstawa	-8.621268471143743
szkolenie	-7.912029723211189
stała	-7.109045978432743
motywacji	-7.0349656046805
bo	-6.709760365321291
interpersonalnych	-6.5670761135617095
sprzedażowych	-6.501157180190448
twoja	-6.4018654986277355
pasją	-6.283165719892004
wyzwań	-6.064232663516343
wizerunku	-5.909574767797148
zarobki	-5.905910297932898
ludźmi	-5.854326016644119
nowo	-5.161268694889657
pozyskiwanie	-4.8948672214054065
grafik	-4.790757765800784
ciekawą	-4.498433639632925
wysokiej	-4.12200666739707
marki	-4.120939174107471
wymagamy	-3.8940662984627505
zmiany	-3.479050979332262
każdy	-3.319103244984274
miesięcznie	-3.1892352022696477
swojej	-3.1888923629541925
właśnie	-2.446487550907467
jazdy	-2.2351926849112074
ludzi	-1.8561071292067646
brutto	-1.2133308252502641
marketingowych	-0.8337626864754388
