id,title,created,description_from_url,description
568129032,"Analyst, Engineering and Technology",2017-06-09T18:39:36Z,1,report national manager engineer technology analyst work regional base team responsible deployment support equipment process plant retail outlet administration office canada post business partner customer analyst support client base acquisition troubleshoot repair relate equipment basisthe successful candidate provide technical support user community technical cpc group contractor ensure equipment perform specification identify equipment enhancement opportunity meet operational requirement responsible code compliance pertain cable infrastructure computer room standard well installation methodology deploy equipment establish manage project team use internal external resource appropriate prepare specification statement work support procurement process work cpc group contractor pilot proof concept new system evaluation mode organize manage time ensure availability human financial material resource necessary completion either daily task project work lead secondary role troubleshoot maintain awareness state art technology apply environment work internal external group oversee assist disaster recovery plan maintain network mail operation system high availability procure assist user procurement hardware software contract service require equipment enhancement proactively ensure high availability network analysis study report outline historical performance recommend procure require enhancement need assist group team member travel city region may require project scope problem resolution warrant additional resource technical specialist time leave hardware associate program job requirement education work experience university degree college diploma specialist train discipline minimum year recent work experience support relate field minimum year experience follow microsoft office product word excel access project visio ie exchange etc b apple intel base osc android kitkat marshmallow blackberry mobility o window o xp e belden fibre copper wire infrastructure design troubleshoot installation methodology f familiarity wifi bluetooth rfid operation troubleshoot g use copper fibre wifi bluetooth test equipment fluke prefer h tcpipi window o support installationj basic pc fibre copper wire network hardware repair troubleshootingk telephony equipment ip avaya tdm system l av presentation setup troubleshoot portable integrate solution video surveillancen raspberry pie device able identify technology solution meet customer needs4 strong communication skill problem solve approach customer service5 able write professional technical business documents6 able manage time resource meet require deadlinesas part selection process select candidate require complete security screen processnotice applicant order canada post human resource invite applicant interview please ensure email communication consent preference set allow email consent may find career profile applicant check email junk spam folder regularly canada post communicate applicant via email leadership behaviour corporate value decision make champion organization take calculate risk make prudent common sense decision current issue future opportunity resource requirement timely well think manner align corporation best interest accountability individual strive performance excellence hold direct report accountable decision action learn mistake intend result achieve business orientation proactive individual understand competitive nature business commit sustain business excellent customer service new business opportunity execution focus self motivate individual act sense urgency deliver time within budget deal effectively challenge ambiguous situation lead people compel communicator leader engage motivate inspire others achieve result encourage personal growth find good way thing information job successful candidate must valid g driver license good stand travel facility gta require responsible support enhance repair design technology limit network switch router ethernet wire infrastructure belden single multimode fibre copper infrastructure wifi rfid bluetooth infrastructure cellular retransmission network bluetooth base infrastructure window apple base hardware software desktop laptop tablet etc handheld compute device pdt tablet o android blackberry apple etc handheld audio communication device cell phone audio visual public address networkscanada post offer total compensation package competitive salary annual incentive program comprehensive individual family benefit coverage vacation leave option canada post register pension plana strong community employee employee drive innovation ensure business continue evolve meet customer change needsthe satisfaction job well do part win team touch life millionscareers deliver ready make difference discover full potential canada post deliver variety excite challenge career opportunity across country one canada large employer commit attract retain develop win team meet evolve need canadian secure future canada post commit employment equity encourage application woman aboriginal people person disability visible minority conflict interest policy prohibit employee hire supervise report directly indirectly via report hierarchy immediate family close personal relation feel may actual potential conflict interest regard job opportunity must communicate designate human resource representative contact canada post regard job opportunity test please advise require accommodation important message application must clearly demonstrate meet requirement canada post cannot make assumption education experience thank apply select consideration contact interest job career information date post june ad number j0117 career type permanent full time career category employer information saskatoon saskatchewan parry sound ontario dawson creek british columbia sussex new brunswick quebec city quebec similar career flexible quebec nanticoke ontario saint john new brunswick toronto ontario toronto ontario analyst engineer technology job report national manager engineer technology analyst work regional base team responsible deployment support equipment process plant retail outlet administration office canada post business partner customer analyst support client base acquisition troubleshoot repair relate equipment basisthe successful candidate provide technical support user community technical cpc group contractor ensure equipment perform specification identify equipment enhancement opportunity meet operational requirement responsible code compliance pertain cable infrastructure computer room standard well installation methodology deploy equipment establish manage project team use internal external resource appropriate prepare specification statement work support procurement process work cpc group contractor pilot proof concept new system evaluation mode organize manage time ensure availability human financial material resource necessary completion either daily task project work lead secondary role troubleshoot maintain awareness state art technology apply environment work internal external group oversee assist disaster recovery plan maintain network mail operation system high availability procure assist user procurement hardware software contract service require equipment enhancement proactively ensure high availability network analysis study report outline historical performance recommend procure require enhancement need assist group team member travel city region may require project scope problem resolution warrant additional resource technical specialist time leave hardware associate program job requirement education work experience university degree college diploma specialist train discipline minimum year recent work experience support relate field minimum year experience follow microsoft office product word excel access project visio ie exchange etc b apple intel base osc android kitkat marshmallow blackberry mobility o window o xp e belden fibre copper wire infrastructure design troubleshoot installation methodology f familiarity wifi bluetooth rfid operation troubleshoot g use copper fibre wifi bluetooth test equipment fluke prefer h tcpipi window o support installationj basic pc fibre copper wire network hardware repair troubleshootingk telephony equipment ip avaya tdm system l av presentation setup troubleshoot portable integrate solution video surveillancen raspberry pie device able identify technology solution meet customer needs4 strong communication skill problem solve approach customer service5 able write professional technical business documents6 able manage time resource meet require deadlinesas part selection process select candidate require complete security screen processnotice applicant order canada post human resource invite applicant interview please ensure email communication consent preference set allow email consent may find career profile applicant check email junk spam folder regularly canada post communicate applicant via email leadership behaviour corporate value decision make champion organization take calculate risk make prudent common sense decision current issue future opportunity resource requirement timely well think manner align corporation best interest accountability individual strive performance excellence hold direct report accountable decision action learn mistake intend result achieve business orientation proactive individual understand competitive nature business commit sustain business excellent customer service new business opportunity execution focus self motivate individual act sense urgency deliver time within budget deal effectively challenge ambiguous situation lead people compel communicator leader engage motivate inspire others achieve result encourage personal growth find good way thing information job successful candidate must valid g driver license good stand travel facility gta require responsible support enhance repair design technology limit network switch router ethernet wire infrastructure belden single multimode fibre copper infrastructure wifi rfid bluetooth infrastructure cellular retransmission network bluetooth base infrastructure window apple base hardware software desktop laptop tablet etc handheld compute device pdt tablet o android blackberry apple etc handheld audio communication device cell phone audio visual public address networkscanada post offer total compensation package competitive salary annual incentive program comprehensive individual family benefit coverage vacation leave option canada post register pension plana strong community employee employee drive innovation ensure business continue evolve meet customer change needsthe satisfaction job well do part win team touch life millionscareers deliver ready make difference discover full potential canada post deliver variety excite challenge career opportunity across country one canada large employer commit attract retain develop win team meet evolve need canadian secure future canada post commit employment equity encourage application woman aboriginal people person disability visible minority conflict interest policy prohibit employee hire supervise report directly indirectly via report hierarchy immediate family close personal relation feel may actual potential conflict interest regard job opportunity must communicate designate human resource representative contact canada post regard job opportunity test please advise require accommodation important message application must clearly demonstrate meet requirement canada post cannot make assumption education experience thank apply select consideration contact interest job canada post corporation work location toronto publish date june error ok careerbeacon com employer career seeker main street po box moncton nb e1c 8p3 ph careerbeacon com copyright careerbeacon com right reserve careerbeacon com register trademark brunswick news inc
568129222,Chargé de projets spéciaux (Ingénierie),2017-06-09T18:39:41Z,1,position summary le titulaire du poste est responsable de la planification opérationnelle de la gestion de l exécution de projets de construction aménagement et installation équipements pour le centre de distribution responsabilités spécifiques préparer le échéanciers et le budget détaillés de travaux de construction et installation de équipements selon le projet établi par le groupe de planification de concert avec le client interne et externes coordonner le activités de projets avec le service de la distribution et de la logistique effectuer ou mandater différentes ressources interne ou externes pour obtenir de relevés physique contrôler et gérer le budget exécution et le avis de changements pour chacun de projets faire préparer le plan de construction en fonction de plan aménagement et effectuer ou superviser toute demande de permis de construction organiser et superviser le processus de appels offres équipements et contrats de construction en fonction de échéanciers préparer recevoir et analyser le appels offres et accorder le différents contrats de construction superviser l exécution de projets et régler différentes problématiques technique de chantier auprès de entrepreneur faire suivre le problèmes ordre conceptuel et ou opérationnel vers le planificateur de programme effectuer la fermeture de projets critères admissibilité baccalauréat en génie membre de l ordre de ingénieurs à an expérience en gestion de projets de construction dans le secteur commerce de détail et en centre de distribution connaissance de l environnement window excel m project et sap bilinguisme essentiel parlé et écrit déplacements fréquents à toronto à chaque semaine compétences connaissance de l environnement professionnel orientation vers un travail service de qualité connaissances technique et professionnelles communication interpersonnelle gestion de priorités autonomie habileté de négociation résolution de problèmesseuls le candidats sélectionnés pour une entrevue seront contactés veuillez préciser le titre du poste metro est dédiée à la promotion un milieu de travail diversifié nous considérerons tous le candidats qualifiés pour l emploi postulé career information date post june ad number x78rapw0ex7w career category employer information pointe aux tremble quebec montréal quebec toronto ontario laval quebec rivière de prairie quebec similar career flexible quebec nanticoke ontario saint john new brunswick toronto ontario toronto ontario chargé de projets spéciaux ingénierie job position summary le titulaire du poste est responsable de la planification opérationnelle de la gestion de l exécution de projets de construction aménagement et installation équipements pour le centre de distribution responsabilités spécifiques préparer le échéanciers et le budget détaillés de travaux de construction et installation de équipements selon le projet établi par le groupe de planification de concert avec le client interne et externes coordonner le activités de projets avec le service de la distribution et de la logistique effectuer ou mandater différentes ressources interne ou externes pour obtenir de relevés physique contrôler et gérer le budget exécution et le avis de changements pour chacun de projets faire préparer le plan de construction en fonction de plan aménagement et effectuer ou superviser toute demande de permis de construction organiser et superviser le processus de appels offres équipements et contrats de construction en fonction de échéanciers préparer recevoir et analyser le appels offres et accorder le différents contrats de construction superviser l exécution de projets et régler différentes problématiques technique de chantier auprès de entrepreneur faire suivre le problèmes ordre conceptuel et ou opérationnel vers le planificateur de programme effectuer la fermeture de projets critères admissibilité baccalauréat en génie membre de l ordre de ingénieurs à an expérience en gestion de projets de construction dans le secteur commerce de détail et en centre de distribution connaissance de l environnement window excel m project et sap bilinguisme essentiel parlé et écrit déplacements fréquents à toronto à chaque semaine compétences connaissance de l environnement professionnel orientation vers un travail service de qualité connaissances technique et professionnelles communication interpersonnelle gestion de priorités autonomie habileté de négociation résolution de problèmesseuls le candidats sélectionnés pour une entrevue seront contactés veuillez préciser le titre du poste metro est dédiée à la promotion un milieu de travail diversifié nous considérerons tous le candidats qualifiés pour l emploi postulé metro work location pointe aux tremble qc publish date june error ok careerbeacon com employer career seeker main street po box moncton nb e1c 8p3 ph careerbeacon com copyright careerbeacon com right reserve careerbeacon com register trademark brunswick news inc
568129443,Bridge Engineer,2017-06-09T18:39:45Z,0,close date fill location fredericton nb halifax n base candidate preference look opportunity bring creative solution important project part friendly close knit team want work organization offer work life balance work hard fun motto environment employee consider member family want hear let u help reach full potential
568131446,AV Engineer / Programmer,2017-06-09T18:40:35Z,0,action data paladin technology one canada lead technology contract company expertise aspect voice data communication audio visual wireless electrical temporary full time opportunity av engineer programmer potential permanent position ideal candidate experience quote design program comprehensive commercial audio visual solution responsibility engineer program design drawing
568131772,Mechanical Engineer,2017-06-09T18:40:42Z,1,position title mechanical engineer salary range hourly negotiable contract role long term client role search experience mechanical engineer provide service client bruce power long term contract position immediate requirement schedule contract start date june require work site tiverton ontario area role eligible per diem loa scope work help achieve business plan bruce power currently excite challenge opportunity engineer mechanical component design general accountability part multi disciplinary team responsible delivery engineer service variety strategic sustainable capital project prepare design change procurement engineer evaluation item equivalency evaluation review deliverable external organization specific accountability provide technical evaluation advice solve problem number major work area support design commission operation maintenance facility receive assignment supervisor well identify potential problem opportunity assign area system facility prepare require equipment specification engineer calculation installation test operate maintenance procedure like discus installation implementation person concern ensure possible installation intend keep abreast new development field incorporate appropriate prepare specification purchase requisition material service equipment follow supply chain provide necessary technical service field installation prepare recommendation spare part requirement new equipment may require gather collate data use department section budget business plan preparation monitor variance annual budget submit supervisor report purpose prepare modification deliverable design plan conceptual engineer report design change package design change notice fmea calculation requirement tractability matrix prepare procurement engineer evaluation cat id assign section manager delegate prepare item equivalency evaluation cat id assign section manager delegate manage margin prepare engineer deliverable perform duty require skill knowledge qualification familiar pressure boundary code associate csa n285 experience candu technology design strong write verbal communication skill english familiar epri standard relate procurement engineer education experience minimum requirement engineer occupation code completion year university degree mechanical engineer ceab canadian engineer accreditation board graduate non ceab graduate verify academic credential must register eligible registration professional engineer p eng within province ontario period year include year experience consider necessary valid security clearance bruce power opg ontario power generation nuclear site consider asset encourage interest candidate please submit application resume directly website via apply button york search group review respond every resume receive apply via apply feature cannot guarantee response send directly recruiter via email choose contact recruiter please also apply online contact detail please feel free reach anytime inquire available opportunity within sector often work unadvertised position always happy assist achieve next great career goal contact role david kennedy director phone david yorksearchgroup com linkedin ca linkedin com pub david kennedy a59 en york search group found york search group specialize full cycle recruitment agency place intermediate executive level candidate permanent contract position across canada within construction engineer mine oil gas consult petrochemical metal mine power energy civil infrastructure environment management property development industry partner select group top tier corporation area keep expose canada best talent focus solely key market able offer client candidate unparalleled expertise well impressive success rate consultant help find right job right compensation whether client candidate ysg always get benefit expertise along high standard service integrity trust learn york search group visit website www yorksearchgroup com career information date post june ad number a0f1600000mgvfyeaa career category employer information newmarket ontario baffin island nunavut kitchener ontario baffin island nunavut concord ontario similar career flexible quebec nanticoke ontario saint john new brunswick toronto ontario toronto ontario mechanical engineer job position title mechanical engineer salary range hourly negotiable contract role long term client role search experience mechanical engineer provide service client bruce power long term contract position immediate requirement schedule contract start date june require work site tiverton ontario area role eligible per diem loa scope work help achieve business plan bruce power currently excite challenge opportunity engineer mechanical component design general accountability part multi disciplinary team responsible delivery engineer service variety strategic sustainable capital project prepare design change procurement engineer evaluation item equivalency evaluation review deliverable external organization specific accountability provide technical evaluation advice solve problem number major work area support design commission operation maintenance facility receive assignment supervisor well identify potential problem opportunity assign area system facility prepare require equipment specification engineer calculation installation test operate maintenance procedure like discus installation implementation person concern ensure possible installation intend keep abreast new development field incorporate appropriate prepare specification purchase requisition material service equipment follow supply chain provide necessary technical service field installation prepare recommendation spare part requirement new equipment may require gather collate data use department section budget business plan preparation monitor variance annual budget submit supervisor report purpose prepare modification deliverable design plan conceptual engineer report design change package design change notice fmea calculation requirement tractability matrix prepare procurement engineer evaluation cat id assign section manager delegate prepare item equivalency evaluation cat id assign section manager delegate manage margin prepare engineer deliverable perform duty require skill knowledge qualification familiar pressure boundary code associate csa n285 experience candu technology design strong write verbal communication skill english familiar epri standard relate procurement engineer education experience minimum requirement engineer occupation code completion year university degree mechanical engineer ceab canadian engineer accreditation board graduate non ceab graduate verify academic credential must register eligible registration professional engineer p eng within province ontario period year include year experience consider necessary valid security clearance bruce power opg ontario power generation nuclear site consider asset encourage interest candidate please submit application resume directly website via apply button york search group review respond every resume receive apply via apply feature cannot guarantee response send directly recruiter via email choose contact recruiter please also apply online contact detail please feel free reach anytime inquire available opportunity within sector often work unadvertised position always happy assist achieve next great career goal contact role david kennedy director phone david yorksearchgroup com linkedin ca linkedin com pub david kennedy a59 en york search group found york search group specialize full cycle recruitment agency place intermediate executive level candidate permanent contract position across canada within construction engineer mine oil gas consult petrochemical metal mine power energy civil infrastructure environment management property development industry partner select group top tier corporation area keep expose canada best talent focus solely key market able offer client candidate unparalleled expertise well impressive success rate consultant help find right job right compensation whether client candidate ysg always get benefit expertise along high standard service integrity trust learn york search group visit website www yorksearchgroup com york search group work location tiverton publish date june error ok careerbeacon com employer career seeker main street po box moncton nb e1c 8p3 ph careerbeacon com copyright careerbeacon com right reserve careerbeacon com register trademark brunswick news inc
568131722,"Service Line Manager, Engineering Services",2017-06-09T18:40:42Z,1,service line manager engineer service job offer ottawa calian careerbeacon com favourite search create welcome careerbeacon account navigation language search refine category service line manager engineer service engineer engineer technology calian ottawa ontario service line manager engineer service location ottawa career date post role want join dynamic company path rapid growth service line manager engineer service position opportunity strategize implement overall vision growth engineer service would include execution engineer service contract execute calian national capital region ncr well contract outside ncr designate responsibility include limit ensure contractual obligation fulfil workforce customer satisfaction target achieve contract fiscal target meet contribute business development activity order help secure new business increase contract portfolio develop engineer service forecast budget ensure follow engineer service contract workforce satisfaction customer satisfaction gross margin contract compliance contract retention contract growth identify potential business opportunity work business development executive account executive identify qualify work win new business opportunity contribute proposal qualification still interest must posse follow post secondary education military equivalent technical business field year experience aerospace defence industry year experience acquisition execution federal government contract relate engineer service relate field excellent understand government canada canadian military contract policy practice experience develop budget forecast type assignment full time permanent career information date post june ad number career category employer information ottawa ontario london ontario saint jean sur richelieu quebec ottawa ontario ottawa ontario similar career flexible quebec nanticoke ontario saint john new brunswick toronto ontario toronto ontario service line manager engineer service job service line manager engineer service location ottawa career date post role want join dynamic company path rapid growth service line manager engineer service position opportunity strategize implement overall vision growth engineer service would include execution engineer service contract execute calian national capital region ncr well contract outside ncr designate responsibility include limit ensure contractual obligation fulfil workforce customer satisfaction target achieve contract fiscal target meet contribute business development activity order help secure new business increase contract portfolio develop engineer service forecast budget ensure follow engineer service contract workforce satisfaction customer satisfaction gross margin contract compliance contract retention contract growth identify potential business opportunity work business development executive account executive identify qualify work win new business opportunity contribute proposal qualification still interest must posse follow post secondary education military equivalent technical business field year experience aerospace defence industry year experience acquisition execution federal government contract relate engineer service relate field excellent understand government canada canadian military contract policy practice experience develop budget forecast type assignment full time permanent calian work location ottawa publish date june error ok careerbeacon com employer career seeker main street po box moncton nb e1c 8p3 ph careerbeacon com copyright careerbeacon com right reserve careerbeacon com register trademark brunswick news inc
568131769,Electrical Engineer,2017-06-09T18:40:43Z,1,position title electrical engineer salary range hourly negotiable contract role long term client role search experience electrical engineer provide service client bruce power long term contract position immediate requirement schedule contract start date june require work site tiverton ontario area role eligible per diem loa scope work specific duty include provide technical evaluation advice solve problem coordinate technical work require number major work area support commission operation maintenance facility receive assignment supervisor well identify potential problem opportunity assign area system facility ass evaluate recommend initial disposition problem require review investigation abandonment problem best alternative receive approval discus propose solution require personnel section manager shift supervisor atomic energy canada limit aecl head office specialist designer bruce power external corporation prepare submission include cost justification financial evaluation appropriate recommend adoption proposal step require incorporate submit approval forward necessary prepare require receipt authorization detail documentation proposal equipment specification engineer calculation installation test operate maintenance procedure like submit necessary documentation cover complete proposal forward responsible body cost installation approval necessary include bruce power aecl ministry consumer corporate relation atomic energy control board aecb international atomic energy agency iaea external organization discus installation implementation person concern ensure possible installation intend instruct staff necessary lecture field train operate procedure like keep abreast maintenance operate problem take action implement change appropriate cooperate department organization canadian general electric cge babcock wilcox canada limit b w aecl bruce power technology oht others arrange test provide appropriate documentation require keep abreast new development field use incorporate department equipment operation maintain update operate specify department divisional procedure receive assignment relate procedure supervisor identify potential problem opportunity discus operate personnel others require ensure current practice recognize procedure prepare new revise procedure consistent operate license policy principle department standard practice stand instruction maximum safety operation minimal risk damage loss optimum frequency routine efficient operation like submit review approval prepare report provide information data answer external request historical purpose initiate study investigation opportunity improvement apparent instance opportunity may identify supervisor collect arrange collection analyze data past event operation prepare report distribution various group outline technical detail procedure process result conclusion role play various group bruce power aecl external organization forego may include delivery presentation provide explanation answer question receive recipient report review proposal receive internal external source relate assign area discus proposal originator necessary suggest change revision appropriate recommend disposition proposal supervisor write review forward approval authority prepare help prepare specification purchase requisition material service equipment follow procurement provide necessary technical service field installation prepare recommendation spare part requirement new equipment recommend research development program require improve equipment system unit reliability performance chemical control material performance rate like follow research development work help coordinate require provide necessary information assistance facilitate program participate train program development assist development others attend lecture assignment write examination develop train material give lecture set mark examination otherwise assist train program may require gather collate data use department budget preparation monitor variance annual budget submit supervisor report purpose periodic basis supervise staff involve activity assign check work require give instruction direction perform duty require education experience requirement previous experience work within nuclear industry p eng designation consider asset valid security clearance bruce power opg ontario power generation nuclear site consider asset encourage interest candidate please submit application resume directly website via apply button york search group review respond every resume receive apply via apply feature cannot guarantee response send directly recruiter via email choose contact recruiter please also apply online contact detail please feel free reach anytime inquire available opportunity within sector often work unadvertised position always happy assist achieve next great career goal contact role david kennedy director phone david yorksearchgroup com linkedin ca linkedin com pub david kennedy a59 en york search group found york search group specialize full cycle recruitment agency place intermediate executive level candidate permanent contract position across canada within construction engineer mine oil gas consult petrochemical metal mine power energy civil infrastructure environment management property development industry partner select group top tier corporation area keep expose canada best talent focus solely key market able offer client candidate unparalleled expertise well impressive success rate consultant help find right job right compensation whether client candidate ysg always get benefit expertise along high standard service integrity trust learn york search group visit website www yorksearchgroup com career information date post june ad number a0f1600000mgvfpeaq career category employer information newmarket ontario baffin island nunavut kitchener ontario baffin island nunavut concord ontario similar career flexible quebec nanticoke ontario saint john new brunswick toronto ontario toronto ontario electrical engineer job position title electrical engineer salary range hourly negotiable contract role long term client role search experience electrical engineer provide service client bruce power long term contract position immediate requirement schedule contract start date june require work site tiverton ontario area role eligible per diem loa scope work specific duty include provide technical evaluation advice solve problem coordinate technical work require number major work area support commission operation maintenance facility receive assignment supervisor well identify potential problem opportunity assign area system facility ass evaluate recommend initial disposition problem require review investigation abandonment problem best alternative receive approval discus propose solution require personnel section manager shift supervisor atomic energy canada limit aecl head office specialist designer bruce power external corporation prepare submission include cost justification financial evaluation appropriate recommend adoption proposal step require incorporate submit approval forward necessary prepare require receipt authorization detail documentation proposal equipment specification engineer calculation installation test operate maintenance procedure like submit necessary documentation cover complete proposal forward responsible body cost installation approval necessary include bruce power aecl ministry consumer corporate relation atomic energy control board aecb international atomic energy agency iaea external organization discus installation implementation person concern ensure possible installation intend instruct staff necessary lecture field train operate procedure like keep abreast maintenance operate problem take action implement change appropriate cooperate department organization canadian general electric cge babcock wilcox canada limit b w aecl bruce power technology oht others arrange test provide appropriate documentation require keep abreast new development field use incorporate department equipment operation maintain update operate specify department divisional procedure receive assignment relate procedure supervisor identify potential problem opportunity discus operate personnel others require ensure current practice recognize procedure prepare new revise procedure consistent operate license policy principle department standard practice stand instruction maximum safety operation minimal risk damage loss optimum frequency routine efficient operation like submit review approval prepare report provide information data answer external request historical purpose initiate study investigation opportunity improvement apparent instance opportunity may identify supervisor collect arrange collection analyze data past event operation prepare report distribution various group outline technical detail procedure process result conclusion role play various group bruce power aecl external organization forego may include delivery presentation provide explanation answer question receive recipient report review proposal receive internal external source relate assign area discus proposal originator necessary suggest change revision appropriate recommend disposition proposal supervisor write review forward approval authority prepare help prepare specification purchase requisition material service equipment follow procurement provide necessary technical service field installation prepare recommendation spare part requirement new equipment recommend research development program require improve equipment system unit reliability performance chemical control material performance rate like follow research development work help coordinate require provide necessary information assistance facilitate program participate train program development assist development others attend lecture assignment write examination develop train material give lecture set mark examination otherwise assist train program may require gather collate data use department budget preparation monitor variance annual budget submit supervisor report purpose periodic basis supervise staff involve activity assign check work require give instruction direction perform duty require education experience requirement previous experience work within nuclear industry p eng designation consider asset valid security clearance bruce power opg ontario power generation nuclear site consider asset encourage interest candidate please submit application resume directly website via apply button york search group review respond every resume receive apply via apply feature cannot guarantee response send directly recruiter via email choose contact recruiter please also apply online contact detail please feel free reach anytime inquire available opportunity within sector often work unadvertised position always happy assist achieve next great career goal contact role david kennedy director phone david yorksearchgroup com linkedin ca linkedin com pub david kennedy a59 en york search group found york search group specialize full cycle recruitment agency place intermediate executive level candidate permanent contract position across canada within construction engineer mine oil gas consult petrochemical metal mine power energy civil infrastructure environment management property development industry partner select group top tier corporation area keep expose canada best talent focus solely key market able offer client candidate unparalleled expertise well impressive success rate consultant help find right job right compensation whether client candidate ysg always get benefit expertise along high standard service integrity trust learn york search group visit website www yorksearchgroup com york search group work location tiverton publish date june error ok careerbeacon com employer career seeker main street po box moncton nb e1c 8p3 ph careerbeacon com copyright careerbeacon com right reserve careerbeacon com register trademark brunswick news inc
568131819,Field Applications/Electronics Engineer,2017-06-09T18:40:44Z,1,field application electronics engineer job offer st john virtual marine technology inc careerbeacon com favourite search create welcome careerbeacon account navigation language search refine category field application electronics engineer engineer engineer technology virtual marine technology inc st john newfoundland labrador field application electronics engineer virtual marine currently seek field application electronics engineer join company grow team successful candidate support sale market team design develop product meet need specific customer also work closely company mechanical software engineer develop electromechanical interface integrate real world marine control company simulation system responsibility act primary technical point contact customer goal fully understand specific customer requirement work internal team e curriculum hardware software develop simulation system meet identify customer requirement observe understand current customer use simulation system recommend improvement user operator interface provide direction product development team improvement enhancement company product provide technical support sale team customer demonstration set operation simulator system customer site trade show conference exhibition work member design production team design new system circuit device test theoretical design lab environment systematically improve detail design specific piece electronic equipment electronic component ensure electronic component work hardware software develop others produce reliably perform consistently specify operate environment create user friendly interface simulator system ensure safety standard follow regulation meet develop component prepare project plan budget development develop write specification technical report support use maintenance electronic component area desirable experience customer face experience field application engineer role would definite asset comfortable interact customer directly customer organization trade show conference exhibition analog digital circuit analysis design experience pcb design software eagle pcb equivalent robotics experience general computer trouble shoot network etc fabrication experience solder technique machine etc comfortable work hand tool bench equipment lab environment requirement bachelor engineer electronics electrical accredit post secondary institution self motivate willingness partake development simulation component excellent interpersonal communication skill willingness ability travel need please apply human resource virtual marine technology inc p box st john nl a1b 3n4 submit resume career virtualmarine ca interest see work visit youtube channel vmtechnology website career information date post june ad number faee060917 cb career category employer information similar career flexible quebec nanticoke ontario saint john new brunswick toronto ontario toronto ontario field application electronics engineer job field application electronics engineer virtual marine currently seek field application electronics engineer join company grow team successful candidate support sale market team design develop product meet need specific customer also work closely company mechanical software engineer develop electromechanical interface integrate real world marine control company simulation system responsibility act primary technical point contact customer goal fully understand specific customer requirement work internal team e curriculum hardware software develop simulation system meet identify customer requirement observe understand current customer use simulation system recommend improvement user operator interface provide direction product development team improvement enhancement company product provide technical support sale team customer demonstration set operation simulator system customer site trade show conference exhibition work member design production team design new system circuit device test theoretical design lab environment systematically improve detail design specific piece electronic equipment electronic component ensure electronic component work hardware software develop others produce reliably perform consistently specify operate environment create user friendly interface simulator system ensure safety standard follow regulation meet develop component prepare project plan budget development develop write specification technical report support use maintenance electronic component area desirable experience customer face experience field application engineer role would definite asset comfortable interact customer directly customer organization trade show conference exhibition analog digital circuit analysis design experience pcb design software eagle pcb equivalent robotics experience general computer trouble shoot network etc fabrication experience solder technique machine etc comfortable work hand tool bench equipment lab environment requirement bachelor engineer electronics electrical accredit post secondary institution self motivate willingness partake development simulation component excellent interpersonal communication skill willingness ability travel need please apply human resource virtual marine technology inc p box st john nl a1b 3n4 submit resume career virtualmarine ca interest see work visit youtube channel vmtechnology website virtual marine technology inc work location st john nl publish date june error ok careerbeacon com employer career seeker main street po box moncton nb e1c 8p3 ph careerbeacon com copyright careerbeacon com right reserve careerbeacon com register trademark brunswick news inc
